"","direction","pod.sd1","pod.sd2","pod.sd3","pod.sd.upper1","pod.sd.upper2","pod.sd.upper3","EC10","EC50","EC90"
"1","down",0.0466816823760268,0.298606674146214,100,0.0633423747810914,0.822589807627421,100,0.000213261537322276,0.0192176262497377,1.73175699336963
"2","down",0.085234475010913,0.772780861870097,100,0.126348575766889,100,100,8.57931049605979e-05,0.0674268276912474,52.9923365589014
"3","up",0.0193402751846388,0.046159263423733,0.212989155920554,0.022283652836981,0.0719006849709137,3.56154612814204,9.51769804937178e-05,0.00276377728590579,0.0802553815687917
"4","up",0.30190190107212,0.414174769251137,100,0.320251707760801,0.492915096717314,100,0.215016679207933,0.339779993457075,0.536937154731345
"5","up",0.03871087228115,0.136236215904687,0.502540218378308,0.0491657557894808,0.219780614453489,1.13700936012103,0.000179433422491029,0.087137871899607,42.3165796749596
"6","up",0.0554007975320654,0.0897563704811533,0.126563732476516,0.0619659971289263,0.103023944942489,0.15049386017751,0.045140195854162,0.16413767669552,0.596833407591852
"7","up",0.0868025613898702,0.513728993297974,2.40256428143769,0.124189133966689,0.938348054475288,5.34800437524596,0.000916182793725888,724.905648524989,573562615.301263
"8","up",0.0491039153058542,0.184083583347974,0.572339349538437,0.0641157530835935,0.287234089970977,1.02289227126174,0.00772807972056647,994.225714019819,127908200.505179
"9","up",100,100,100,100,100,100,1.77251460911257e-29,4.6800441286609e-06,1235691538654201344
"10","up",0.250081052442412,0.350944994844266,0.446897342204941,0.270688495689417,0.386528949675775,0.505799046047117,0.215812699062609,0.507959588106811,1.1955873971753
"11","up",8.72400313285264,13.3102440562436,18.6464076380426,9.59880220358624,15.1485703611203,22.7183062690674,6.26518116167948,16.8007295962927,45.0528895627464
"12","down",0.146073249776042,100,100,100,100,100,0.00049235474700735,0.00378151700995109,0.0290438367528037
"13","down",100,100,100,100,100,100,0.000959337421585395,0.00421099792561977,0.0184841153181217
"14","up",55.8218030690638,69.1294281860018,81.264961234628,58.6226699553007,73.6545698063453,88.7375353702635,48.4554563180351,82.1303551752611,139.208166711742
"15","up",5.79749766600555,7.19453439823822,8.39184022013176,6.09693596934908,7.65146643862674,9.07722507943543,5.27939549282934,9.1827462172546,15.9720612341003
"16","down",0.149589553427173,100,100,0.25564082780682,100,100,1.16368178528096e-05,0.0314884415688057,85.2055918528192
"17","down",0.252971548887525,3.46745565386996,100,0.421860154395771,9.2566816579299,100,0.000422394102182338,2.1245681921736,10686.2050863752
