Entity_id,Phenotype,Catapp_id,Chem_name,Dose_1000x,Dose_100x,Dose_10x,Dose_1x,pod_sd1
251,Cardio_peak_freq_90min,70,140/OLBO,87.43964055,101.3571792,109.2414707,133.351969,0.733673871
252,Cardio_peak_freq_90min,71,087/kerosine,90.85892201,97.17358085,111.1295131,147.3426744,0.847302111
253,Cardio_peak_freq_90min,72,150/OLBO,86.2911796,93.05337031,103.610467,113.1649138,1.452955824
254,Cardio_peak_freq_90min,73,107/P&Hwax,94.27820348,99.01182863,103.6435906,103.8051644,2
255,Cardio_peak_freq_90min,74,130/CGO,88.92741951,121.3560473,0,0,0.387746229
256,Cardio_peak_freq_90min,75,092/OLBO,83.55053415,101.895976,120.205366,156.8654856,0.509461694
257,Cardio_peak_freq_90min,76,120/gasoline,91.51145664,102.4664667,107.4859225,131.5256764,0.814890359
258,Cardio_peak_freq_90min,77,085A/OLBO,86.36948375,110.611806,113.5806558,149.7233772,0.281741877
259,Cardio_peak_freq_90min,78,182 /VHGO,87.8833641,121.6412927,216.6280225,0,2
260,Cardio_peak_freq_90min,79,124/gasoline,84.22917016,105.5090837,112.6200729,136.4827562,0.471492683
261,Cardio_peak_freq_90min,80,193/OX ASPH,85.14271865,96.44462052,115.7005631,0,1.576085649
262,Cardio_peak_freq_90min,81,075/OLBO,79.19160281,94.51129096,16.39615767,0,-0.037558688
263,Cardio_peak_freq_90min,82,003/CGO,83.31562168,105.2238384,210.0364359,0,0.108582958
264,Cardio_peak_freq_90min,83,132/gasoline,86.16067267,95.46210878,101.5236833,140.7549763,1.264089215
265,Cardio_peak_freq_90min,84,020/HFO,81.98445103,110.168091,126.8631997,0,1.569892473
266,Cardio_peak_freq_90min,85,178/VHGO,89.37114305,109.6926821,237.9595893,0,2
267,Cardio_peak_freq_90min,86,174/OGO,86.55219345,106.4915954,178.9002981,0,0.337767664
268,Cardio_peak_freq_90min,87,197/HFO,86.49999068,106.6183712,0,0,0.41625307
269,Cardio_peak_freq_90min,88,137/OLBO,90.10198184,108.5517007,104.1735674,129.7319962,0.947640422
270,Cardio_peak_freq_90min,89,196/petrolatum,91.90297742,92.32440998,101.3911891,116.3283134,1.518622361
271,Cardio_peak_freq_90min,90,112/OLBO,84.56848817,113.7495048,107.7840344,131.8844125,0.418692201
272,Cardio_peak_freq_90min,91,114/OLBO,86.94371423,89.88397759,129.4137132,150.147338,0.764324591
273,Cardio_peak_freq_90min,92,024/HFO,85.74305051,104.526572,189.2679695,17.80635242,0.412712672
274,Cardio_peak_freq_90min,93,148/OLBO,83.52443276,87.31676948,110.7982776,126.4055348,0.879421806
275,Cardio_peak_freq_90min,94,Undecane,82.68918843,93.94080027,106.3597218,105.9575806,2
276,Cardio_peak_freq_90min,95,096B/UDAE,96.70563231,105.9844926,0,0,0.383736871
277,Cardio_peak_freq_90min,96,176/VHGO,90.78061786,120.9757202,0,0,0.487515217
278,Cardio_peak_freq_90min,97,070/CGO,106.7024629,112.0697266,38.65518384,0,0.652852144
279,Cardio_peak_freq_90min,98,031/HFO,87.28303224,113.7495048,0,0,0.462790804
280,Cardio_peak_freq_90min,99,Anthracene,83.39392583,88.71130228,111.0301424,114.9585939,0.779671244
281,Cardio_peak_freq_90min,100,189/BITUMEN,81.07090255,92.03916464,103.0142431,100.837439,2
282,Cardio_peak_freq_90min,101,121/CGO,77.6255197,99.04352255,140.6425969,0,1.637910323
283,Cardio_peak_freq_90min,102,111/petrolatum,80.67938177,111.2139906,103.4117257,115.676066,0.929557921
284,Cardio_peak_freq_90min,103,202/Paraffinwax,80.39226653,106.4282076,102.0867837,105.370558,2
285,Cardio_peak_freq_90min,104,192/BITUMENS,85.58644219,103.0052635,106.5915866,0,1.53827781
286,Cardio_peak_freq_90min,105,153/OLBO,83.21121614,122.1167016,100.9937065,100.4460906,2
287,Cardio_peak_freq_90min,106,113/OLBO,92.1117885,99.58231932,102.3186486,113.2301385,1.443913083
288,Cardio_peak_freq_90min,107,106/CGO,101.2994761,0,0,0,-0.606474959
289,Cardio_peak_freq_90min,108,097/HFO,90.65011093,127.8533024,0,0,0.474940538
290,Cardio_peak_freq_90min,109,Hexadecane,86.78710592,97.11019299,103.610467,105.4357828,2
291,Cardio_peak_freq_90min,110,173/OGO,89.37114305,104.2730205,7.85028155,58.31091233,0.304778624
292,Cardio_peak_freq_90min,111,Biphenyl,81.48852471,91.65883751,104.2729381,110.1971883,2
293,Cardio_peak_freq_90min,112,007/HFO,84.49018401,101.895976,101.8549188,119.3286511,1.344157538
294,Cardio_peak_freq_90min,113,102/CGO,84.38577847,125.0959307,0,0,0.44510424
295,Cardio_peak_freq_90min,114,066/OLBO,84.17696739,99.80417681,110.6989069,166.4535216,0.784558759
296,Cardio_peak_freq_90min,115,170/SRGO,80.02684714,106.0478805,242.2656509,0,2
297,Cardio_peak_freq_90min,116,012/CGO,88.97962228,113.4642594,0,0,0.432669109
298,Cardio_peak_freq_90min,117,123/kerosine,92.79042452,101.6741185,157.1381252,0,1.669080345
299,Cardio_peak_freq_90min,118,177/VHGO,90.31079292,103.1003452,189.1685989,0,-0.908644605
300,Cardio_peak_freq_90min,119,058/HFO,83.75934523,115.3025072,0,0,0.513860555
301,Cardio_peak_freq_90min,120,131/HFO,81.90614688,92.98998246,90.62603511,94.93460056,-1.870304467
302,Cardio_peak_freq_90min,121,046/gasoline,69.42968473,91.08834682,97.9794634,98.78285987,-1.896608813
303,Cardio_peak_freq_90min,122,109/FO,75.79842273,91.34189824,96.25703875,111.2081717,2
304,Cardio_peak_freq_90min,123,160/FO,79.29600835,93.71894278,97.38323948,121.2201684,1.644945382
305,Cardio_peak_freq_90min,124,064/UATO,82.16716073,114.6686287,0,0,0.443019559
306,Cardio_peak_freq_90min,125,062/P&H wax,77.93873632,90.92987719,100.9937065,117.4371338,1.548027058
307,Cardio_peak_freq_90min,126,072/OLBO,77.99093909,94.00418813,102.6167605,149.1363546,1.174700284
308,Cardio_peak_freq_90min,127,086/kerosine,82.84579674,97.33205048,108.2808877,35.41703064,1.622792659
309,Cardio_peak_freq_90min,128,073/OLBO,84.96000895,102.4664667,139.2514078,29.05761906,1.630633454
310,Cardio_peak_freq_90min,129,138/OLBO,81.74953856,100.4063614,107.1878105,135.308711,0.882091307
311,Cardio_peak_freq_90min,130,183/VHGOa,85.63864497,105.0019809,29.77807221,0,0.581932005
312,Cardio_peak_freq_90min,131,018/HFO,84.02035908,105.0970627,0,0,0.426213518
313,Cardio_peak_freq_90min,132,1*3*5-Trimethylbenzene,84.04646047,86.61950308,96.65452136,107.0990135,-1.672429391
314,Cardio_peak_freq_90min,133,025/HFO,79.13940004,101.2620975,160.5498509,0,1.647200036
315,Cardio_peak_freq_90min,134,134/HFO,89.91927214,0,0,0,-1.087359071
316,Cardio_peak_freq_90min,135,p-Cymene,88.66640565,91.34189824,98.31069891,106.1206425,2
317,Cardio_peak_freq_90min,136,056/gasoline,81.25361225,93.56047315,107.2209341,139.1243579,0.928411726
318,Cardio_peak_freq_90min,137,085D/OLBO,88.27488487,92.51457355,105.8959921,101.9788718,2
319,Cardio_peak_freq_90min,138,139/OLBO,82.48037735,87.85556625,99.33752898,120.3070221,1.625041751
320,Cardio_peak_freq_90min,139,028/HFO,78.74787926,112.8620748,0,0,0.443382436
321,Cardio_peak_freq_90min,140,078/HFO,78.8522848,109.1538853,140.8744617,0,1.624708706
322,Cardio_peak_freq_90min,141,152/slackwax,71.98762049,91.91238893,99.00629347,103.9356139,-1.840663353
323,Cardio_peak_freq_90min,142,049/kerosine,42.51915655,95.8424359,108.4465055,230.5694352,0.895015299
324,Cardio_peak_freq_90min,143,011/kerosine,95.42666443,89.50365046,101.8880424,77.32392234,-0.280609191
325,Cardio_peak_freq_90min,144,069/TDAE,77.65162108,87.47523912,108.6452468,138.504723,0.922375773
326,Cardio_peak_freq_90min,145,147/OLBO,90.07588046,90.99326504,97.9794634,125.9163493,1.675103867
327,Cardio_peak_freq_90min,146,Decane,77.96483771,94.06757598,96.75389202,102.5985068,-1.819714974
328,Cardio_peak_freq_90min,147,117/OLBO,79.50481943,103.5440602,183.9350778,0,-0.938759232
329,Cardio_peak_freq_90min,148,149/OLBO,84.88170479,94.44790311,101.0930772,113.6540993,1.593932844
330,Cardio_peak_freq_90min,149,061/P&Hwax,77.28620169,94.47959703,97.41636303,121.2201684,1.644157836
331,Cardio_peak_freq_90min,150,085C/OLBO,78.12144602,94.22604562,98.50944021,109.0231431,2
332,Cardio_peak_freq_90min,151,168/SRGO,79.60922498,111.8478691,0,0,0.457393385
333,Cardio_peak_freq_90min,152,Fluorene,74.85877286,89.47195653,99.83438225,132.2757609,1.496491526
334,Cardio_peak_freq_90min,153,146/gasoline,79.19160281,111.6260117,111.5269957,0,1.539414928
335,Cardio_peak_freq_90min,154,084/UATO,79.9224416,116.4434886,0,0,0.463986892
336,Cardio_peak_freq_90min,155,Indene,77.67772247,91.56375573,106.8234515,110.6537615,2
337,Cardio_peak_freq_90min,156,175/VHGO,82.71528982,106.6500651,0,0,0.401943488
338,Cardio_peak_freq_90min,157,171/SRGO,80.26175961,112.9571566,107.7840344,0,1.596557835
339,Cardio_peak_freq_90min,158,172/SRGO,80.70548316,104.8118173,0,0,0.399354895
340,Cardio_peak_freq_90min,159,186/RAE,87.96166825,96.76155979,113.2825439,9.653260654,1.632337653
341,Cardio_peak_freq_90min,160,185/RAE,78.12144602,84.21076462,106.3928453,14.54511572,1.563065142
342,Cardio_peak_freq_90min,161,034/HFO,83.83764938,149.9756636,0,0,0.472071983
343,Cardio_peak_freq_90min,162,043/kerosine(DUPLICATE),77.49501277,96.5397023,131.8648559,193.1630502,0.694745384
344,Cardio_peak_freq_90min,163,184/VHGO(DUPLICATE),98.79374313,120.5636991,17.05862868,0,0.608734541
345,Cardio_peak_freq_90min,164,083/UATO(DUPLICATE),97.51477525,120.7855566,10.93077178,9.848934857,0.536925856
346,Cardio_peak_freq_90min,165,091/HFO(DUPLICATE),88.2226821,118.0915728,0,0,0.419202328
347,Cardio_peak_freq_90min,166,076/gasoline(DUPLICATE),88.77081119,104.4631841,126.3663465,53.22338307,1.654579215
348,Cardio_peak_freq_90min,167,020/HFO(DUPLICATE),91.30264556,105.6992473,0,0,0.409921324
349,Cardio_peak_freq_90min,168,192/BITUMENS(DUPLICATE),90.54570539,107.0620861,126.1344816,0,1.59829729
350,Cardio_peak_freq_90min,169,177/VHGO(DUPLICATE),92.42500513,108.1079857,0,0,0.415071892
351,Cardio_peak_freq_90min,170,183/VHGOa(DUPLICATE),94.14769655,116.253325,0,10.95775534,0.374705413
352,Cardio_peak_freq_90min,171,168/SRGO(DUPLICATE),91.61586218,112.6402173,0,0,0.453775483
353,Cardio_peak_freq_90min,172,1*2*4-Trimethylbenzene(DUPLICATE),86.08236851,100.5648311,107.2540576,112.4474417,1.08504011
354,Cardio_peak_freq_90min,173,Benz(a)anthracene(DUPLICATE),95.4788672,97.11019299,133.256045,0,1.615908163
355,Cardio_peak_freq_90min,174,1*2*4*5-Tetramethylbenzene(DUPLICATE),88.53589873,98.25117437,110.5332892,108.4035082,1.046215206
356,Cardio_peak_freq_90min,175,1-Methylnaphthalene(DUPLICATE),96.39241568,100.2478918,116.296787,136.8414922,0.647896803
357,Cardio_peak_freq_90min,176,Fluoranthene(DUPLICATE),92.79042452,105.0653687,120.9340841,0,1.563379206
358,Cardio_peak_freq_90min,177,Propylbenzene(DUPLICATE),95.71377967,103.0686513,118.0854588,117.7632575,0.102777225
359,Cardio_peak_freq_90min,178,Anthracene(DUPLICATE),92.9992356,103.5123663,122.5571381,116.0348021,0.057876512
360,Cardio_peak_freq_90min,179,Biphenyl(DUPLICATE),96.52292261,102.339691,114.6074859,118.0241564,0.326491851
361,Cardio_peak_freq_90min,180,p-Cymene(DUPLICATE),95.84428659,101.1987096,121.6959258,106.8055022,0.241130273
362,Cardio_peak_freq_90min,181,Fluorene(DUPLICATE),92.26839682,99.26538004,123.8158331,132.2105361,0.604878744
363,HUVEC_total_cell,1,016/kerosine,85.58973371,120.9825102,118.7275688,100.2958735,1.93679656
364,HUVEC_total_cell,2,118/OLBO,100.1978326,110.4921305,116.1785045,99.02134141,2
365,HUVEC_total_cell,3,1*2*4-Trimethylbenzene,89.60941193,123.3354926,115.3941771,98.23701395,2
366,HUVEC_total_cell,4,187(2)/OGO,99.9037098,106.2763704,113.7274812,99.9037098,2
367,HUVEC_total_cell,5,043/kerosine,97.74680929,116.6687092,101.6684466,105.0018383,2
368,HUVEC_total_cell,6,017/HFO,90.49178032,97.55072743,124.9041475,41.27523241,1.707928175
369,HUVEC_total_cell,7,Pentadecane,100.2958735,97.06052277,112.2568672,107.5509025,2
370,HUVEC_total_cell,8,181/VHGO,99.80566887,93.72713108,101.3743238,83.43283321,2
371,HUVEC_total_cell,9,151/OLBO,99.609587,97.94289116,101.8645284,101.7664875,2
372,HUVEC_total_cell,10,135/TDAE,100.3939145,85.39365185,89.90353473,110.2960486,2
373,HUVEC_total_cell,11,Benz(a)anthracene,102.6488559,101.7664875,106.0802885,83.53087414,2
374,HUVEC_total_cell,12,136/slackwax,113.5313994,101.3743238,110.3940895,88.13879795,2
375,HUVEC_total_cell,13,006/HFO,95.68794972,85.98189744,105.8842067,69.02081619,0.513405728
376,HUVEC_total_cell,14,108/OLBO,93.53104921,114.5118087,97.84485022,109.2175983,2
377,HUVEC_total_cell,15,082/UATO,92.45259896,92.94280362,108.4332709,98.23701395,2
378,HUVEC_total_cell,16,104/kerosine,107.7469844,98.33505489,108.0411072,88.43292074,2
379,HUVEC_total_cell,17,180/VHGO,100.8841191,90.49178032,99.80566887,130.5905215,1.608457277
380,HUVEC_total_cell,18,164/HFO,109.4136802,95.98207252,115.9824227,65.29526077,1.787942279
381,HUVEC_total_cell,19,Dibenzothiophene,109.1195574,97.25660463,124.5119838,109.6097621,0.682906846
382,HUVEC_total_cell,20,191/BITUMEN,109.5117211,123.0413698,105.9822476,87.94271608,2
383,HUVEC_total_cell,21,041/CGO,105.7861657,115.8843817,118.7275688,100.6880373,-0.726029116
384,HUVEC_total_cell,22,195/UDAE,86.7662249,97.4526865,45.29491063,42.25564173,0.301109279
385,HUVEC_total_cell,23,009/gasoline,113.8255222,115.3941771,111.0803761,116.4726273,-1.657227834
386,HUVEC_total_cell,24,119/OLBO,107.5509025,99.9037098,112.2568672,97.74680929,2
387,HUVEC_total_cell,25,184/VHGO,112.4529491,113.0411947,109.1195574,0.294122796,1.558989473
388,HUVEC_total_cell,26,060/OLBO,97.1585637,84.90344719,116.6687092,110.8842942,2
389,HUVEC_total_cell,27,155/HFO,112.55099,116.1785045,102.7468968,99.9037098,2
390,HUVEC_total_cell,28,128/kerosine,93.62909015,92.74672176,123.2374516,99.70762793,2
391,HUVEC_total_cell,29,059/dieselfuel,109.6097621,96.66835904,122.649206,106.864616,1.188639326
392,HUVEC_total_cell,30,096A/UDAE,94.4134176,92.45259896,48.04005672,92.64868082,-1.011484971
393,HUVEC_total_cell,31,129/HFO,114.6098496,101.9625694,35.98102208,81.66809643,0.292138931
394,HUVEC_total_cell,32,021/HFO,99.02134141,94.02125387,38.33400445,146.2770707,2
395,HUVEC_total_cell,33,080/HFO,107.3548206,116.0804636,102.1586512,39.60853656,1.571949848
396,HUVEC_total_cell,34,1*2*4*5-Tetramethylbenzene,97.25660463,93.13888548,99.41350514,98.72721861,2
397,HUVEC_total_cell,35,187(1)/OGO,103.923388,93.04084455,114.8059315,45.19686969,1.727099172
398,HUVEC_total_cell,36,079/HFO,98.33505489,91.08002591,102.3547331,70.98163483,0.74818784
399,HUVEC_total_cell,37,083/UATO,113.1392356,107.6489434,118.2373641,92.64868082,2
400,HUVEC_total_cell,38,067/P&Hwax,93.92321294,110.3940895,103.5312243,118.335405,1.213868566
401,HUVEC_total_cell,39,063/P&Hwax,106.766575,105.0998792,103.923388,95.29578599,2
402,HUVEC_total_cell,40,090/FO,106.3744113,99.80566887,105.2959611,92.06043523,2
403,HUVEC_total_cell,41,081/OLBO,91.08002591,97.55072743,99.609587,85.78581558,2
404,HUVEC_total_cell,42,154/OLBO,94.21733574,89.511371,101.3743238,105.5900839,2
405,HUVEC_total_cell,43,127/slackwax,105.394002,83.53087414,97.84485022,82.45242389,1.060805036
406,HUVEC_total_cell,44,Phenanthrene,92.06043523,99.11938234,97.74680929,105.2959611,2
407,HUVEC_total_cell,45,1-Methylnaphthalene,95.09970413,106.0802885,104.3155517,87.64859329,2
408,HUVEC_total_cell,46,188/SRGO,94.7075404,89.511371,98.43309582,24.41219209,1.372920546
409,HUVEC_total_cell,47,Pyrene,81.96221923,86.37406117,103.6292652,101.080201,2
410,HUVEC_total_cell,48,Fluoranthene,92.84476269,95.58990879,120.8844693,103.4331834,2
411,HUVEC_total_cell,49,074/OLBO,90.19765752,97.06052277,100.7860782,86.4721021,2
412,HUVEC_total_cell,50,091/HFO,95.98207252,92.35455803,100.8841191,48.62830232,1.599874316
413,HUVEC_total_cell,51,008/HFO,100.0997917,87.64859329,48.92242511,0,-0.061701361
414,HUVEC_total_cell,52,166/HFO,105.2959611,88.43292074,111.6686216,50.19695723,1.778776904
415,HUVEC_total_cell,53,103/gasoline,109.6097621,101.4723647,107.5509025,94.60949947,2
416,HUVEC_total_cell,54,071/HFO,98.53113675,101.3743238,107.6489434,101.2762828,2
417,HUVEC_total_cell,55,093/petrolatum,110.6882123,88.53096168,119.806019,93.92321294,2
418,HUVEC_total_cell,56,190/BITUMENS,110.9823351,105.0998792,101.7664875,91.86435337,2
419,HUVEC_total_cell,57,089/UDAE,89.02116634,100.5899963,30.00052522,147.1594391,2
420,HUVEC_total_cell,58,085B/OLBO,109.9038849,103.5312243,93.72713108,96.27619531,2
421,HUVEC_total_cell,59,050/HFO,100.1978326,94.11929481,91.9623943,176.7678006,1.658740455
422,HUVEC_total_cell,60,115/OLBO,106.766575,97.35464556,108.0411072,98.53113675,2
423,HUVEC_total_cell,61,169/SRGO,94.90362226,89.90353473,87.74663422,47.54985206,0.778280901
424,HUVEC_total_cell,62,179/VHGO,100.0017507,89.02116634,103.6292652,87.15838863,2
425,HUVEC_total_cell,63,Naphthalene,94.80558133,94.4134176,115.6882999,108.4332709,2
426,HUVEC_total_cell,64,145/HRBO,96.47227718,91.08002591,104.2175108,90.49178032,2
427,HUVEC_total_cell,65,076/gasoline,102.2566922,87.0603477,103.1390606,102.7468968,2
428,HUVEC_total_cell,66,Propylbenzene,97.1585637,91.76631244,103.923388,105.394002,2
429,HUVEC_total_cell,67,141/gasoline,97.94289116,89.60941193,113.1392356,108.237189,2
430,HUVEC_total_cell,68,036/OLBO,86.96230676,79.1190322,97.74680929,34.31432623,1.341982253
431,HUVEC_total_cell,69,065/P&Hwax,103.6292652,87.64859329,104.4135927,103.5312243,2
432,HUVEC_total_cell,70,140/OLBO,92.64868082,94.60949947,91.86435337,101.4723647,2
433,HUVEC_total_cell,71,087/kerosine,104.3155517,95.78599065,110.8842942,95.39382692,2
434,HUVEC_total_cell,72,150/OLBO,102.8449378,84.70736533,105.0998792,89.60941193,2
435,HUVEC_total_cell,73,107/P&Hwax,109.0215165,91.76631244,109.6097621,77.84450008,2
436,HUVEC_total_cell,74,130/CGO,99.9037098,81.17789177,104.8057564,28.33382937,1.666523808
437,HUVEC_total_cell,75,092/OLBO,97.1585637,98.13897302,119.3158144,109.5117211,1.561325041
438,HUVEC_total_cell,76,120/gasoline,96.57031811,94.60949947,98.43309582,91.17806684,2
439,HUVEC_total_cell,77,085A/OLBO,105.4920429,94.51145853,113.2372766,91.6682715,2
440,HUVEC_total_cell,78,182 /VHGO,100.5899963,95.49186785,87.45251142,35.39277648,0.912470236
441,HUVEC_total_cell,79,124/gasoline,96.76639997,95.29578599,96.57031811,106.4724522,2
442,HUVEC_total_cell,80,193/OX ASPH,102.7468968,92.06043523,84.0210788,49.90283443,0.650638203
443,HUVEC_total_cell,81,075/OLBO,97.06052277,88.82508447,97.4526865,81.17789177,0.939571691
444,HUVEC_total_cell,82,003/CGO,92.06043523,95.19774506,97.06052277,59.02064112,1.384452297
445,HUVEC_total_cell,83,132/gasoline,95.58990879,91.9623943,100.7860782,85.98189744,2
446,HUVEC_total_cell,84,020/HFO,99.70762793,92.2565171,100.0017507,43.92233758,1.599292015
447,HUVEC_total_cell,85,178/VHGO,99.11938234,89.60941193,100.8841191,20.09839108,1.578168736
448,HUVEC_total_cell,86,174/OGO,92.74672176,87.55055236,113.6294403,63.62856493,0.718227922
449,HUVEC_total_cell,87,197/HFO,96.17815438,92.55063989,101.2762828,98.62917768,2
450,HUVEC_total_cell,88,137/OLBO,100.5899963,78.13862288,107.6489434,93.43300828,2
451,HUVEC_total_cell,89,196/petrolatum,105.394002,94.90362226,106.864616,95.78599065,2
452,HUVEC_total_cell,90,112/OLBO,96.37423624,85.39365185,93.62909015,90.19765752,2
453,HUVEC_total_cell,91,114/OLBO,103.8253471,101.2762828,95.09970413,89.11920727,2
454,HUVEC_total_cell,92,024/HFO,107.8450253,89.511371,104.7077155,31.37309827,1.688990324
455,HUVEC_total_cell,93,148/OLBO,119.2177734,97.35464556,96.57031811,88.9231254,2
456,HUVEC_total_cell,94,Undecane,93.13888548,85.49169278,110.4921305,88.62900261,2
457,HUVEC_total_cell,95,096B/UDAE,102.550815,98.62917768,94.21733574,55.68724943,1.228964668
458,HUVEC_total_cell,96,176/VHGO,101.3743238,93.72713108,102.550815,5.588333129,1.577390917
459,HUVEC_total_cell,97,070/CGO,94.80558133,78.8249094,94.4134176,0,1.134093318
460,HUVEC_total_cell,98,031/HFO,99.41350514,94.90362226,111.4725398,35.98102208,1.721919788
461,HUVEC_total_cell,99,Anthracene,106.3744113,98.43309582,91.86435337,98.23701395,2
462,HUVEC_total_cell,100,189/BITUMEN,98.82525955,87.25642956,116.0804636,85.68777465,2
463,HUVEC_total_cell,101,121/CGO,96.27619531,94.31537667,106.4724522,91.37414871,2
464,HUVEC_total_cell,102,111/petrolatum,89.511371,101.080201,112.8451128,104.6096745,2
465,HUVEC_total_cell,103,202/Paraffinwax,99.70762793,78.8249094,125.3943521,113.6294403,1.209226846
466,HUVEC_total_cell,104,192/BITUMENS,92.74672176,88.23683888,101.1782419,98.82525955,2
467,HUVEC_total_cell,105,153/OLBO,99.609587,86.7662249,119.2177734,110.3940895,2
468,HUVEC_total_cell,106,113/OLBO,81.86417829,85.98189744,95.88403158,103.923388,2
469,HUVEC_total_cell,107,106/CGO,94.90362226,84.80540626,73.9228628,66.27567009,-0.605884708
470,HUVEC_total_cell,108,097/HFO,94.90362226,90.68786218,102.8449378,157.0615732,1.313051318
471,HUVEC_total_cell,109,Hexadecane,90.19765752,93.92321294,111.9627444,104.0214289,2
472,HUVEC_total_cell,110,173/OGO,86.37406117,98.13897302,93.13888548,110.4921305,2
473,HUVEC_total_cell,111,Biphenyl,105.1979201,106.9626569,114.5118087,99.31546421,2
474,HUVEC_total_cell,112,007/HFO,102.8449378,90.98198498,93.43300828,97.1585637,2
475,HUVEC_total_cell,113,102/CGO,104.8057564,95.88403158,55.68724943,0,0.254425027
476,HUVEC_total_cell,114,066/OLBO,99.41350514,97.35464556,97.84485022,93.62909015,2
477,HUVEC_total_cell,115,170/SRGO,108.237189,105.9822476,115.9824227,38.03988165,1.711022147
478,HUVEC_total_cell,116,012/CGO,90.78590311,97.64876836,108.237189,83.04066948,2
479,HUVEC_total_cell,117,123/kerosine,113.5313994,105.1979201,119.6099371,109.5117211,-1.526165258
480,HUVEC_total_cell,118,177/VHGO,92.35455803,100.0997917,105.4920429,55.2950857,1.67608095
481,HUVEC_total_cell,119,058/HFO,93.13888548,104.6096745,98.33505489,20.88271853,1.337910671
482,HUVEC_total_cell,120,131/HFO,96.47227718,102.2566922,105.6881248,96.37423624,2
483,HUVEC_total_cell,121,046/gasoline,104.8057564,91.57023057,101.7664875,85.58973371,2
484,HUVEC_total_cell,122,109/FO,95.09970413,85.58973371,100.5899963,108.6293528,2
485,HUVEC_total_cell,123,160/FO,104.7077155,100.3939145,114.5118087,94.7075404,2
486,HUVEC_total_cell,124,064/UATO,94.80558133,74.90327212,105.2959611,117.2569548,2
487,HUVEC_total_cell,125,062/P&H wax,99.21742327,95.39382692,118.335405,95.19774506,2
488,HUVEC_total_cell,126,072/OLBO,106.864616,83.726956,99.31546421,101.7664875,2
489,HUVEC_total_cell,127,086/kerosine,111.6686216,94.51145853,105.7861657,93.92321294,2
490,HUVEC_total_cell,128,073/OLBO,99.609587,87.45251142,107.8450253,83.13871041,2
491,HUVEC_total_cell,129,138/OLBO,107.7469844,87.0603477,107.3548206,93.23692642,2
492,HUVEC_total_cell,130,183/VHGOa,100.7860782,80.49160525,97.74680929,37.15751326,1.333259083
493,HUVEC_total_cell,131,018/HFO,109.0215165,91.6682715,106.9626569,20.09839108,1.631056194
494,HUVEC_total_cell,132,1*3*5-Trimethylbenzene,93.33496735,80.98180991,115.5902589,88.53096168,2
495,HUVEC_total_cell,133,025/HFO,108.0411072,103.2371015,86.17797931,40.58894588,0.915789628
496,HUVEC_total_cell,134,134/HFO,100.7860782,84.51128346,34.90257182,72.06008509,-0.058100166
497,HUVEC_total_cell,135,p-Cymene,99.02134141,101.080201,102.3547331,83.04066948,2
498,HUVEC_total_cell,136,056/gasoline,111.2764579,92.94280362,106.2763704,93.43300828,2
499,HUVEC_total_cell,137,085D/OLBO,108.9234756,100.6880373,96.66835904,90.09961659,2
500,HUVEC_total_cell,138,139/OLBO,109.9038849,92.94280362,111.6686216,76.76604983,2
501,HUVEC_total_cell,139,028/HFO,102.0606103,90.68786218,116.3745864,48.53026138,1.687879053
502,HUVEC_total_cell,140,078/HFO,111.5705807,83.82499694,114.3157268,18.0395315,1.680625866
503,HUVEC_total_cell,141,152/slackwax,87.74663422,91.86435337,99.02134141,100.0017507,2
504,HUVEC_total_cell,142,049/kerosine,92.94280362,94.80558133,93.13888548,86.07993837,1.430450917
505,HUVEC_total_cell,143,011/kerosine,97.1585637,102.9429787,108.6293528,95.49186785,2
506,HUVEC_total_cell,144,069/TDAE,105.7861657,105.0998792,97.06052277,97.1585637,2
507,HUVEC_total_cell,145,147/OLBO,91.86435337,104.5116336,105.394002,86.66818397,2
508,HUVEC_total_cell,146,Decane,102.6488559,78.92295033,98.62917768,83.82499694,0.820647536
509,HUVEC_total_cell,147,117/OLBO,93.72713108,83.82499694,93.72713108,60.09909137,0.164002195
510,HUVEC_total_cell,148,149/OLBO,96.8644409,87.64859329,97.06052277,82.94262855,1.005589163
511,HUVEC_total_cell,149,061/P&Hwax,91.08002591,92.74672176,108.4332709,81.2759327,2
512,HUVEC_total_cell,150,085C/OLBO,94.51145853,81.86417829,99.9037098,84.60932439,0.865756965
513,HUVEC_total_cell,151,168/SRGO,101.8645284,87.84467515,82.06026016,23.03961904,0.680701444
514,HUVEC_total_cell,152,Fluorene,95.19774506,98.72721861,105.1979201,84.3152016,2
515,HUVEC_total_cell,153,146/gasoline,122.5511651,103.4331834,95.39382692,74.90327212,1.405725201
516,HUVEC_total_cell,154,084/UATO,101.3743238,82.15830109,110.0999667,103.7273062,2
517,HUVEC_total_cell,155,Indene,116.4726273,100.4919554,108.0411072,81.07985084,2
518,HUVEC_total_cell,156,175/VHGO,86.37406117,98.23701395,89.80549379,30.29464802,1.007599784
519,HUVEC_total_cell,157,171/SRGO,103.7273062,99.51154607,95.68794972,13.72573049,1.204671875
520,HUVEC_total_cell,158,172/SRGO,91.6682715,90.29569845,90.68786218,75.39347678,0.027808569
521,HUVEC_total_cell,159,186/RAE,94.11929481,83.53087414,96.08011345,89.511371,2
522,HUVEC_total_cell,160,185/RAE,100.6880373,85.78581558,90.98198498,82.45242389,0.400961297
