Entity_id,Phenotype,control_id,control_value
602,HUVEC_Mito_24h,42,102.2373182
603,HUVEC_Mito_24h,43,90.45263236
604,HUVEC_Mito_24h,44,100.2732039
605,HUVEC_Mito_24h,45,111.8511408
606,HUVEC_Mito_24h,46,96.34497526
607,HUVEC_Mito_24h,47,98.20571513
608,HUVEC_Mito_24h,48,93.76061434
609,HUVEC_Mito_24h,49,100.6867016
610,HUVEC_Mito_24h,50,101.5136971
611,HUVEC_Mito_24h,51,111.1275198
612,HUVEC_Mito_24h,52,87.55814812
613,HUVEC_Mito_24h,53,100.9968249
614,HUVEC_Mito_24h,54,92.62349553
615,HUVEC_Mito_24h,55,97.2753452
616,HUVEC_Mito_24h,56,95.82810308
617,HUVEC_Mito_24h,57,92.42986054
618,HUVEC_Mito_24h,58,97.48318294
619,HUVEC_Mito_24h,59,107.0385562
620,HUVEC_Mito_24h,60,87.28465956
621,HUVEC_Mito_24h,61,115.9507793
622,HUVEC_Mito_24h,62,107.1304348
623,HUVEC_Mito_24h,63,112.3675144
624,HUVEC_Mito_24h,64,90.59228876
625,HUVEC_Mito_24h,65,101.0664479
626,HUVEC_Mito_24h,66,114.5726005
627,HUVEC_Mito_24h,67,90.13289582
628,HUVEC_Mito_24h,68,97.29942576
629,HUVEC_Mito_24h,69,101.8933552
630,HUVEC_Mito_24h,70,108.1410993
631,HUVEC_Mito_24h,71,93.34864643
632,HUVEC_Mito_24h,72,103.0877769
633,HUVEC_Mito_24h,73,104.4659557
634,HUVEC_Mito_24h,74,117.6045939
635,HUVEC_Mito_24h,75,100.4232978
636,HUVEC_Mito_24h,76,93.6242822
637,HUVEC_Mito_24h,77,99.87202625
638,HUVEC_Mito_24h,78,98.40196883
639,HUVEC_Mito_24h,79,99.59639048
640,HUVEC_Mito_24h,80,91.05168171
641,HUVEC_Mito_24h,81,96.28876128
642,HUVEC_Mito_24h,82,92.70549631
643,HUVEC_Mito_24h,83,86.9171452
644,HUVEC_Mito_24h,84,99.22887613
645,HUVEC_Mito_24h,85,93.12048651
646,HUVEC_Mito_24h,86,96.10034208
647,HUVEC_Mito_24h,87,102.9114405
648,HUVEC_Mito_24h,88,99.61231471
649,HUVEC_Mito_24h,89,93.33333333
650,HUVEC_Mito_24h,90,94.50399088
651,HUVEC_Mito_24h,91,106.63626
652,HUVEC_Mito_24h,92,112.063854
653,HUVEC_Mito_24h,93,102.9114405
654,HUVEC_Mito_24h,94,100.6765488
655,HUVEC_Mito_24h,95,101.3150893
656,HUVEC_Mito_24h,96,100.6765488
657,HUVEC_Mito_24h,97,105.0399088
658,HUVEC_Mito_24h,98,103.8692512
659,HUVEC_Mito_24h,99,98.12238693
660,HUVEC_Mito_24h,100,110.4675029
661,HUVEC_Mito_24h,101,114.4051691
662,HUVEC_Mito_24h,102,103.4435576
663,HUVEC_Mito_24h,103,113.9794755
664,HUVEC_Mito_24h,104,82.69099202
665,HUVEC_Mito_24h,105,120.5777271
666,HUVEC_Mito_24h,106,88.65070315
667,HUVEC_Mito_24h,107,89.71493729
668,HUVEC_Mito_24h,108,87.26719878
669,HUVEC_Mito_24h,109,107.2748005
670,HUVEC_Mito_24h,110,87.48004561
671,HUVEC_Mito_24h,111,89.60851387
672,HUVEC_Mito_24h,112,93.54618016
