"","direction","pod.sd1","pod.sd2","pod.sd3","pod.sd.upper1","pod.sd.upper2","pod.sd.upper3","EC10","EC50","EC90"
"84","up",-0.0852550389104607,0.00186881818199374,0.0728403795363759,-0.0661664194172985,0.0281937125095491,0.114300595938005,-0.157705390899448,0.0440504429724108,0.24580627684427
"85","up",-0.120359781786638,0.0143887033504517,0.0967530955795975,-0.0882132535737884,0.0481367320550843,0.132048932206926,0.0858241825429005,0.496424200473873,0.907024218404845
"86","up",-0.0404853887018662,0.132480571780116,0.24092742675905,0.000414973025118684,0.176586981947112,0.288382586172761,0.107608515070109,0.620308660195617,1.13300880532113
"87","down",2,2,2,2,2,2,-1507.70963242343,-359.716465095166,788.276702233096
"88","up",0.947640421728101,1.29263933667393,1.52160346620563,1.02789179159688,1.38404272251012,1.62744357633208,0.955661455999693,1.89813339097142,2.84060532594316
"89","up",1.51862236064127,1.77518167204924,1.96750191958474,1.57610405133225,1.8488397933457,2,1.35737509571507,1.99040482891657,2.62343456211807
"90","up",0.418692201339181,0.918484231389374,1.24817918890596,0.534770484583567,1.0505628255147,1.39879045078677,0.489462754397128,1.90761118351569,3.32575961263425
"91","up",0.764324591182438,0.839743300299869,0.890686978356621,0.781713635719237,0.859994595438425,0.914496372643981,0.757876689828982,0.966193284354803,1.17450987888062
"92","up",0.0313766235052515,0.170355079231337,0.257285687083535,0.0642608246914859,0.205738383071522,0.295238197600952,0.158903576988666,0.57273837202754,0.986573167066413
"93","up",0.879421806196448,0.990708456610813,1.08271768363244,0.903657956175325,1.02467251406929,1.13730210623513,0.782086815695702,1.04036551308143,1.29864421046715
"94","up",2,2,2,2,2,2,-40.3582303115084,7.9503174223976,56.2588651563036
"95","up",2,2,2,2,2,2,-9.98116865809793,1.95602836526449,13.8932253886269
"96","up",-0.199059246344319,-0.116989643393212,-0.0579461951928808,-0.180437556179469,-0.0940485628735385,-0.0283260846943779,-0.237910738691137,-0.0295255876558747,0.178859563379388
"97","up",-1.14819706393151,-0.339782634281874,2,-0.999987854862701,-0.0345454313060702,2,-4.42715196978616,-0.808286727654708,2.81057851447674
"98","up",-0.154009951438593,-0.0522127071554568,2,-0.131186722451428,-0.0230070253505786,2,-0.217550035312421,0.0329478018940338,0.283445639100489
"99","up",0.779671243640653,0.969225795077831,2,0.814510063067814,1.06348976785036,2,0.566116329302919,0.855609513610851,1.14510269791878
"100","down",2,2,2,2,2,2,-41.5673657435104,-7.66205791950886,26.2432499044927
"101","up",0.49559335283522,0.620662548970106,0.703248202792228,0.524631540583628,0.653736767893132,0.741009106749825,0.511992978626,0.866528059622063,1.22106314061813
"102","up",0.92955792096058,1.55403936087367,2,1.07090091432315,1.72861466787273,2,0.638883878873315,2.26532360331369,3.89176332775407
"103","up",2,2,2,2,2,2,-32.2292494798377,3.36910977818022,38.9674690361982
"104","up",2,2,2,2,2,2,-20.2345317672119,5.18128297770496,30.5970977226218
"105","up",2,2,2,2,2,2,-19.9269762335125,2.89608602823286,25.7191482899782
"106","up",1.4439130826164,1.82812489698401,2,1.53000267431685,1.93868907395088,2,1.19905232935252,2.13438861142224,3.06972489349196
"107","up",2,2,2,2,2,2,-12.7327204973624,3.27688228789918,19.2864850731607
"108","up",-0.217342648575057,-0.147344177868757,-0.0990968820995396,-0.201261305580027,-0.128316048591185,-0.0759791232124197,-0.234921400954292,-0.0495886397096419,0.135744121535008
"109","up",2,2,2,2,2,2,-30.350906700434,11.3494687631724,53.0498442267788
"110","down",2,2,2,2,2,2,-64.6373622854926,-17.6333074885402,29.3707473084121
"111","up",2,2,2,2,2,2,-32.6794172524858,4.6452271706961,41.969871593878
"112","up",1.34415753810756,1.6362287630189,1.8500796243321,1.41004154598835,1.71883227096041,1.9593131337375,1.18472654441193,1.91917373238292,2.6536209203539
"113","up",-0.296472780120883,-0.191345303294296,-0.118126373055334,-0.272423450416307,-0.162555332323924,-0.0827414403089558,-0.32899025918081,-0.0509616350384283,0.227066989103954
"114","up",0.78455875879558,0.990032403567903,1.12119432973442,0.832840303384976,1.04309554454967,1.17945658675369,0.896473085899361,1.49528352629351,2.09409396668766
"115","up",-0.0240651261134624,0.0938750433367818,0.166255003815046,0.00399186294122066,0.123515938581588,0.197302132867987,0.15934496412085,0.523010088381575,0.886675212642301
"116","up",-0.163966737636618,-0.0524567526875824,2,-0.138945181824721,-0.0205047529278659,2,-0.232797106280027,0.041356475419616,0.315510057119259
"117","up",0.224103256250894,0.368880959681487,0.461976106270914,0.25809583225114,0.406432157934449,0.503711908090256,0.279483691134301,0.691396486596473,1.10330928205865
"118","up",0.106214601907591,0.252392222067096,0.343051832883477,0.140924511272304,0.289376321471324,0.382391192302747,0.262941959129918,0.699437299975176,1.13593264082043
"119","up",-0.131958266377652,-0.0551788977192778,2,-0.114680282866772,-0.0333647663679268,2,-0.175912177268048,0.0166570209373309,0.20922621914271
"120","down",-1.87030446726207,2,2,-1.83451529838765,2,2,-2.47833673355295,-2.15810488101862,-1.8378730284843
"121","down",2,2,2,2,2,2,-3.08848641005313,-2.51421820260301,-1.93994999515288
