"","direction","pod.sd1","pod.sd2","pod.sd3","pod.sd.upper1","pod.sd.upper2","pod.sd.upper3","EC10","EC50","EC90"
"1","up",17.7698022454345,22.6175062775478,26.2633142543074,18.814048977339,24.0419598049556,28.0112926247485,24.9659280398663,52.8307476466825,111.795880067048
"2","up",49.8251313225799,66.4763027223171,81.9075303793532,53.1736257175739,72.0908276348425,90.940111156769,43.0708367917062,91.1496254641458,192.897441543414
"3","up",22.0499029957943,84.7657575661375,100,29.8204584051875,100,100,9.71927990749775,285.83451164736,8406.1132950454
"4","down",1.03477543640306,2.19687914261065,3.48079321577368,1.23881946933026,2.65232281307263,4.24249468098996,2.78307694288767,26.1760963413174,246.198015265432
"5","up",8.00143878925797,12.0255995138716,15.498156804456,8.81202325820158,13.3358852189267,17.3042668882681,12.3327247941527,42.060317398408,143.445210136659
"6","down",41.8528550002075,47.7913426759944,51.9271200523953,43.1826683072289,49.4360756304327,53.8315730633253,49.0445038942181,74.0211630779779,111.717565646791
"7","up",2.25580982516641,3.04659728092879,100,2.38602692626255,3.51351674005132,100,1.61397051621206,2.57715666732482,4.11515354290657
"8","down",38.309397732945,43.0670494787393,46.3323209989594,39.3853680157652,44.3685050406004,47.8303819350563,43.0883630578492,61.2535073015083,87.0766928810595
"9","up",10.8222143407725,22.5210362382318,37.8728604086452,12.7879747714685,27.5902730160329,48.9484116140198,8.02267863991747,53.1594046914956,352.241742937778
"10","down",2.76930778350795,3.1235878178292,3.36915752673293,2.84903094662838,3.22123882980698,3.48246439602811,3.09715732792722,4.4566395518384,6.41285992026205
"11","up",1.19627597820216,1.36724666939301,1.53558821640679,1.23126628024684,1.42574931979272,1.65528574830981,1.05765142486854,1.42020144179388,1.90702918546544
"12","up",100,100,100,100,100,100,1.32483767188314e-31,19319.1745652345,2.81717914430601e+39
"13","down",35.7122178525061,42.5762083363373,47.5759615987326,37.2170540198267,44.5426785538822,49.9408229257832,42.5953275491306,73.3972205882883,126.472838690398
"14","up",7.60918617274987,10.1912247004647,12.3425265166943,8.14549578009206,11.0049863324545,13.4676336814866,8.00853628179168,18.2125927097196,41.4181220561223
"15","down",2.63104214534949,2.94586830049748,3.16079614816569,2.70251280889054,3.03159564000248,3.25929592843728,2.9285443488716,4.09341311797187,5.72162445169747
"16","down",2.30096503342598,2.60995152919859,2.82090184318207,2.37121909655259,2.69404513193823,2.91775256540127,2.60018328739863,3.74685855371124,5.3992151590069
"17","down",2.61234428118675,2.93735476719772,3.15768355625519,2.68649609039959,3.02533080847501,3.25844951653534,2.92729055513124,4.11259567766943,5.7778491370929
"18","down",2.93521748496087,3.26192714257171,3.48430485581377,3.00945735673466,3.35070253942158,3.58599566798989,3.24191064530426,4.44117245978624,6.08407046817683
"19","up",3.04330296588866,6.33995503158579,11.1515927293013,3.58308919050811,7.85409573874342,15.144002896301,1.81547428453807,10.6716515322632,62.7296940507376
"20","down",0.02319040834683,100,100,0.0562255314520465,100,100,0.00184594856076608,0.00490069903455952,0.0130105743669073
"21","down",33.6862091187335,40.277671912802,44.9205276229191,35.1580366721119,42.1175689181054,47.0774616575759,42.5293466321906,72.2327534635822,122.681655988137
"22","down",0.0903404862343863,0.105345938897989,0.11592599069301,0.0936986005426433,0.109531662178309,0.120873122792312,0.103233713870237,0.161671232804642,0.253188484039499
"23","up",7.16759400868731,8.58043745906778,9.71598509754224,7.46920684378105,9.011605619027,10.3111543756428,6.84684742371294,11.1040851886987,18.0083913438536
"24","down",100,100,100,100,100,100,5.07106444047247e-214,2.8431124620798e-29,1.59400231784081e+156
"25","down",3.14947990002839,3.49695773602243,3.73213557596915,3.22871355801166,3.5909427357923,3.83943250144668,3.48032318332923,4.74027271086391,6.45635022660924
"26","up",27.5256523192844,46.7204078354508,68.7176412948898,31.0160005892424,54.24359871977,83.5854815902105,20.7719615215898,79.5443885174553,304.608196873437
"27","down",2.73774436694949,3.02927402000845,3.22424049910267,2.80470492249999,3.10736414223564,3.31275964386559,3.02045263078864,4.04841519524006,5.42622831624122
"28","up",7.29867659604714,10.5387394203702,13.1873256388722,7.96761812572627,11.5531843985415,14.5154931733596,13.0498717927633,40.033121564246,122.809698641364
"29","up",5.39740891043724,8.27718865841817,10.7719683849664,5.97464321234218,9.21887822289118,12.0656135306139,9.78684219615543,36.2203271066121,134.048559220188
"30","down",5.75087763859263,6.25987899618432,6.60236010437148,5.86709593484408,6.39700595918948,6.75784087874365,6.22135454880079,8.03373334420847,10.3740866943981
"31","down",3.53542881252305,4.03300709733644,4.37758654321827,3.64762081051483,4.16998392852384,4.53677930712529,4.00547645839786,5.91277740247642,8.72828413157614
"32","down",2.85838119013014,3.16773075084546,3.37865646840384,2.92857656752861,3.25191774870377,3.47513893234214,3.14543737163841,4.28430178390681,5.83551335057296
"33","down",2.41144499264382,2.72779990919441,2.94284473319163,2.48354946623793,2.81360269106781,3.04137500150958,2.71955528707539,3.88195255986401,5.54118379157518
"34","down",100,100,100,100,100,100,0,0,Inf
"35","up",100,100,100,100,100,100,1.81894741762047e-155,1.15185860733834e+28,7.29420893889968e+210
"36","down",35.997421315368,42.240779497447,46.6495643590842,37.3871885345146,43.9879405356709,48.6968772426874,43.8550790982999,71.5310456100954,116.672699976316
"37","down",4.82177472803849,5.37579725036107,5.75088472092462,4.94815263930981,5.52565568354828,5.92214966562683,5.35082097012547,7.36057744777238,10.125193996798
"38","up",100,100,100,100,100,100,2.18434485611656e-28,70183562031.8638,2.25501589901778e+49
"39","down",0.0205983620010321,100,100,100,100,100,0.00289104654155645,0.00585800914567375,0.0118698438982316
"40","down",0.0162747611435443,100,100,0.0206046230009613,100,100,0.00294470443819093,0.00611834044454603,0.0127123419620223
"41","up",7.59983017505176,13.2620701881621,19.0252250746848,8.65489619200233,15.3375489706518,22.3730107796218,9.33076454813911,47.0379277781936,237.125975931717
"42","down",100,100,100,100,100,100,3.5844181115214e-60,1.3555146777843e-10,5.12613200949592e+39
"43","up",100,100,100,100,100,100,1.37534754423923e-64,1.03146919203871e+21,7.73570795673731e+105
"44","up",6.37187752740724,9.90101037597113,14.559821397571,7.00652197049537,11.3749045257623,18.7295879141976,4.22569742839209,11.1434319028951,29.3859360919058
